region,professional_group,sample_vacancies,salary_observations,median_salary_offer_rur,sample_share_pct
Самарская область,Продажи и клиентский сервис,7,7,61250.0,20.588235294117645
Самарская область,Прочие профессии,15,15,62500.0,44.11764705882353
Самарская область,Транспорт и логистика,6,6,33750.0,17.647058823529413
Самарская область,Управление,1,1,107531.0,2.941176470588235
Самарская область,"Финансы, бухгалтерия и право",4,4,67500.0,11.76470588235294
Санкт-Петербург,Инженерия и производство,7,7,80000.0,9.45945945945946
Санкт-Петербург,"Маркетинг, медиа и дизайн",1,1,45000.0,1.3513513513513513
Санкт-Петербург,Медицина и фармацевтика,8,7,89000.0,10.81081081081081
Санкт-Петербург,Образование и наука,1,0,,1.3513513513513513
Санкт-Петербург,Охрана и безопасность,2,2,57000.0,2.7027027027027026
Санкт-Петербург,Продажи и клиентский сервис,11,11,60000.0,14.864864864864865
Санкт-Петербург,Прочие профессии,26,26,85500.0,35.13513513513514
Санкт-Петербург,Рабочий и обслуживающий персонал,5,5,70000.0,6.756756756756757
Санкт-Петербург,Транспорт и логистика,7,7,92500.0,9.45945945945946
Санкт-Петербург,Управление,4,4,111000.0,5.405405405405405
Санкт-Петербург,"Финансы, бухгалтерия и право",2,2,105000.0,2.7027027027027026
Саратовская область,Инженерия и производство,1,1,172000.0,2.7027027027027026
Саратовская область,"Маркетинг, медиа и дизайн",2,2,55000.0,5.405405405405405
Саратовская область,Медицина и фармацевтика,1,1,60000.0,2.7027027027027026
Саратовская область,Продажи и клиентский сервис,8,8,50000.0,21.62162162162162
Саратовская область,Прочие профессии,13,11,55000.0,35.13513513513514
Саратовская область,Транспорт и логистика,5,4,63000.0,13.513513513513514
Саратовская область,Управление,5,5,147500.0,13.513513513513514
Саратовская область,"Финансы, бухгалтерия и право",2,1,50000.0,5.405405405405405
Сахалинская область,Инженерия и производство,2,1,104000.0,5.263157894736842
Сахалинская область,Продажи и клиентский сервис,7,7,62500.0,18.421052631578945
Сахалинская область,Прочие профессии,11,8,65000.0,28.947368421052634
Сахалинская область,Рабочий и обслуживающий персонал,2,2,87250.0,5.263157894736842
Сахалинская область,Транспорт и логистика,11,11,92500.0,28.947368421052634
Сахалинская область,Управление,3,0,,7.894736842105263
Сахалинская область,"Финансы, бухгалтерия и право",2,2,147500.0,5.263157894736842
Свердловская область,Инженерия и производство,2,2,125000.0,5.714285714285714
Свердловская область,Информационные технологии,1,1,170000.0,2.857142857142857
Свердловская область,"Маркетинг, медиа и дизайн",2,2,45000.0,5.714285714285714
Свердловская область,Медицина и фармацевтика,1,1,30000.0,2.857142857142857
Свердловская область,Продажи и клиентский сервис,7,7,61215.0,20.0
Свердловская область,Прочие профессии,10,9,45000.0,28.57142857142857
Свердловская область,Строительство и недвижимость,1,1,100000.0,2.857142857142857
Свердловская область,Транспорт и логистика,5,3,100000.0,14.285714285714285
Свердловская область,Управление,2,1,250000.0,5.714285714285714
Свердловская область,"Финансы, бухгалтерия и право",4,3,90000.0,11.428571428571429
Севастополь,Инженерия и производство,5,5,58500.0,12.5
Севастополь,Медицина и фармацевтика,2,1,150000.0,5.0
Севастополь,Образование и наука,1,1,42500.0,2.5
Севастополь,Продажи и клиентский сервис,4,4,72500.0,10.0
Севастополь,Прочие профессии,14,13,52250.0,35.0
Севастополь,Рабочий и обслуживающий персонал,5,5,62500.0,12.5
Севастополь,Строительство и недвижимость,5,5,186000.0,12.5
Севастополь,Транспорт и логистика,4,4,167500.0,10.0
Смоленская область,Инженерия и производство,3,2,117500.0,8.571428571428571
Смоленская область,Информационные технологии,3,3,110000.0,8.571428571428571
Смоленская область,"Маркетинг, медиа и дизайн",1,1,40000.0,2.857142857142857
Смоленская область,Продажи и клиентский сервис,2,2,80000.0,5.714285714285714
Смоленская область,Прочие профессии,10,8,50000.0,28.57142857142857
Смоленская область,Транспорт и логистика,5,4,115000.0,14.285714285714285
Смоленская область,"Финансы, бухгалтерия и право",11,10,75000.0,31.428571428571427
Ставропольский край,Инженерия и производство,1,1,45000.0,2.941176470588235
Ставропольский край,Информационные технологии,2,2,75250.0,5.88235294117647
Ставропольский край,Медицина и фармацевтика,2,2,60000.0,5.88235294117647
Ставропольский край,Охрана и безопасность,1,1,57500.0,2.941176470588235
Ставропольский край,Продажи и клиентский сервис,7,6,57500.0,20.588235294117645
Ставропольский край,Прочие профессии,10,10,65000.0,29.411764705882355
Ставропольский край,Рабочий и обслуживающий персонал,1,1,60000.0,2.941176470588235
Ставропольский край,Транспорт и логистика,4,4,73750.0,11.76470588235294
Ставропольский край,Управление,4,4,186000.0,11.76470588235294
Ставропольский край,"Финансы, бухгалтерия и право",2,2,63500.0,5.88235294117647
Тамбовская область,"Маркетинг, медиа и дизайн",4,4,46000.0,10.81081081081081
Тамбовская область,Продажи и клиентский сервис,4,4,41250.0,10.81081081081081
Тамбовская область,Прочие профессии,19,16,49650.0,51.35135135135135
Тамбовская область,Транспорт и логистика,1,0,,2.7027027027027026
Тамбовская область,Управление,4,3,90000.0,10.81081081081081
Тамбовская область,"Финансы, бухгалтерия и право",5,3,60000.0,13.513513513513514
Тверская область,Инженерия и производство,3,3,45000.0,8.333333333333332
Тверская область,Информационные технологии,4,1,110000.0,11.11111111111111
Тверская область,"Маркетинг, медиа и дизайн",2,2,52000.0,5.555555555555555
Тверская область,Охрана и безопасность,1,1,150000.0,2.7777777777777777
Тверская область,Продажи и клиентский сервис,5,4,63750.0,13.88888888888889
Тверская область,Прочие профессии,12,10,56000.0,33.33333333333333
Тверская область,Рабочий и обслуживающий персонал,1,1,26250.0,2.7777777777777777
Тверская область,Транспорт и логистика,4,3,72500.0,11.11111111111111
Тверская область,"Финансы, бухгалтерия и право",4,4,75000.0,11.11111111111111
Томская область,Инженерия и производство,1,1,65000.0,2.941176470588235
Томская область,Информационные технологии,1,0,,2.941176470588235
Томская область,"Маркетинг, медиа и дизайн",2,2,67500.0,5.88235294117647
Томская область,Охрана и безопасность,1,1,22500.0,2.941176470588235
Томская область,Продажи и клиентский сервис,8,8,42500.0,23.52941176470588
Томская область,Прочие профессии,9,7,25000.0,26.47058823529412
Томская область,Рабочий и обслуживающий персонал,2,2,41250.0,5.88235294117647
Томская область,Транспорт и логистика,7,6,59000.0,20.588235294117645
Томская область,"Финансы, бухгалтерия и право",3,3,70000.0,8.823529411764707
Тульская область,Инженерия и производство,2,2,122900.0,5.555555555555555
Тульская область,Информационные технологии,1,1,90000.0,2.7777777777777777
Тульская область,"Маркетинг, медиа и дизайн",1,1,83500.0,2.7777777777777777
Тульская область,Медицина и фармацевтика,1,1,63500.0,2.7777777777777777
Тульская область,Охрана и безопасность,1,1,78500.0,2.7777777777777777
Тульская область,Продажи и клиентский сервис,5,5,60000.0,13.88888888888889
Тульская область,Прочие профессии,14,13,80000.0,38.88888888888889
Тульская область,Транспорт и логистика,5,4,122500.0,13.88888888888889
Тульская область,Управление,2,2,270000.0,5.555555555555555
Тульская область,"Финансы, бухгалтерия и право",4,3,100000.0,11.11111111111111
Тюменская область,Инженерия и производство,1,1,25000.0,2.631578947368421
Тюменская область,"Маркетинг, медиа и дизайн",2,1,42500.0,5.263157894736842
Тюменская область,Продажи и клиентский сервис,12,12,53750.0,31.57894736842105
Тюменская область,Прочие профессии,12,10,54360.0,31.57894736842105
Тюменская область,Транспорт и логистика,4,3,70000.0,10.526315789473683
Тюменская область,"Финансы, бухгалтерия и право",7,6,70000.0,18.421052631578945
Удмуртская Республика,Инженерия и производство,2,2,56250.0,5.88235294117647
Удмуртская Республика,"Маркетинг, медиа и дизайн",3,3,55000.0,8.823529411764707
Удмуртская Республика,Охрана и безопасность,1,1,40000.0,2.941176470588235
Удмуртская Республика,Продажи и клиентский сервис,8,8,57500.0,23.52941176470588
Удмуртская Республика,Прочие профессии,7,7,60000.0,20.588235294117645
Удмуртская Республика,Транспорт и логистика,6,6,114687.5,17.647058823529413
Удмуртская Республика,Управление,2,2,110000.0,5.88235294117647
Удмуртская Республика,"Финансы, бухгалтерия и право",5,3,85000.0,14.705882352941178
Ульяновская область,Инженерия и производство,1,0,,2.941176470588235
Ульяновская область,Информационные технологии,2,1,70000.0,5.88235294117647
Ульяновская область,"Маркетинг, медиа и дизайн",1,1,40000.0,2.941176470588235
Ульяновская область,Медицина и фармацевтика,2,2,54500.0,5.88235294117647
Ульяновская область,Охрана и безопасность,1,1,2350.0,2.941176470588235
Ульяновская область,Продажи и клиентский сервис,2,2,56250.0,5.88235294117647
Ульяновская область,Прочие профессии,11,11,50000.0,32.35294117647059
Ульяновская область,Рабочий и обслуживающий персонал,1,1,50000.0,2.941176470588235
Ульяновская область,Транспорт и логистика,7,7,63500.0,20.588235294117645
Ульяновская область,Управление,1,0,,2.941176470588235
Ульяновская область,"Финансы, бухгалтерия и право",5,5,50000.0,14.705882352941178
Хабаровский край,Инженерия и производство,1,1,60000.0,2.941176470588235
Хабаровский край,Информационные технологии,2,2,95000.0,5.88235294117647
Хабаровский край,"Маркетинг, медиа и дизайн",1,1,75000.0,2.941176470588235
Хабаровский край,Продажи и клиентский сервис,3,3,55000.0,8.823529411764707
Хабаровский край,Прочие профессии,15,12,72000.0,44.11764705882353
Хабаровский край,Транспорт и логистика,5,5,130000.0,14.705882352941178
Хабаровский край,Управление,1,1,250000.0,2.941176470588235
Хабаровский край,"Финансы, бухгалтерия и право",6,5,90000.0,17.647058823529413
Ханты-Мансийский автономный округ — Югра,Инженерия и производство,6,5,110000.0,8.108108108108109
Ханты-Мансийский автономный округ — Югра,Медицина и фармацевтика,6,5,78500.0,8.108108108108109
Ханты-Мансийский автономный округ — Югра,Охрана и безопасность,2,1,4100.0,2.7027027027027026
Ханты-Мансийский автономный округ — Югра,Продажи и клиентский сервис,14,14,74500.0,18.91891891891892
Ханты-Мансийский автономный округ — Югра,Прочие профессии,26,24,62600.0,35.13513513513514
Ханты-Мансийский автономный округ — Югра,Рабочий и обслуживающий персонал,3,3,71300.0,4.054054054054054
Ханты-Мансийский автономный округ — Югра,Транспорт и логистика,11,10,78500.0,14.864864864864865
Ханты-Мансийский автономный округ — Югра,Управление,4,4,144500.0,5.405405405405405
Ханты-Мансийский автономный округ — Югра,"Финансы, бухгалтерия и право",2,2,142500.0,2.7027027027027026
Челябинская область,Инженерия и производство,1,1,115000.0,2.7027027027027026
Челябинская область,"Маркетинг, медиа и дизайн",1,1,24000.0,2.7027027027027026
Челябинская область,Медицина и фармацевтика,1,1,62500.0,2.7027027027027026
Челябинская область,Охрана и безопасность,2,2,37500.0,5.405405405405405
Челябинская область,Продажи и клиентский сервис,10,10,52350.0,27.027027027027028
Челябинская область,Прочие профессии,12,12,54500.0,32.432432432432435
Челябинская область,Рабочий и обслуживающий персонал,5,5,43100.0,13.513513513513514
Челябинская область,Транспорт и логистика,3,3,90000.0,8.108108108108109
Челябинская область,"Финансы, бухгалтерия и право",2,2,77750.0,5.405405405405405
Чувашская Республика,Инженерия и производство,6,5,65000.0,17.142857142857142
Чувашская Республика,Медицина и фармацевтика,2,2,22560.0,5.714285714285714
Чувашская Республика,Охрана и безопасность,1,1,22500.0,2.857142857142857
Чувашская Республика,Продажи и клиентский сервис,5,5,60000.0,14.285714285714285
Чувашская Республика,Прочие профессии,13,12,54095.0,37.142857142857146
Чувашская Республика,Транспорт и логистика,2,2,176875.0,5.714285714285714
Чувашская Республика,Управление,1,1,500000.0,2.857142857142857
Чувашская Республика,"Финансы, бухгалтерия и право",5,5,70000.0,14.285714285714285
Чукотский автономный округ,Инженерия и производство,11,10,227500.0,13.750000000000002
Чукотский автономный округ,Информационные технологии,3,2,165000.0,3.75
Чукотский автономный округ,Медицина и фармацевтика,5,4,139250.0,6.25
Чукотский автономный округ,Образование и наука,1,1,5000.0,1.25
Чукотский автономный округ,Охрана и безопасность,2,2,35875.0,2.5
Чукотский автономный округ,Продажи и клиентский сервис,8,8,85000.0,10.0
Чукотский автономный округ,Прочие профессии,22,16,80000.0,27.500000000000004
Чукотский автономный округ,Рабочий и обслуживающий персонал,5,5,71300.0,6.25
Чукотский автономный округ,Строительство и недвижимость,1,1,344000.0,1.25
Чукотский автономный округ,Транспорт и логистика,14,13,190000.0,17.5
Чукотский автономный округ,Управление,4,4,124500.0,5.0
Чукотский автономный округ,"Финансы, бухгалтерия и право",4,3,140000.0,5.0
Ямало-Ненецкий автономный округ,Инженерия и производство,5,3,300000.0,14.285714285714285
Ямало-Ненецкий автономный округ,"Маркетинг, медиа и дизайн",2,2,65000.0,5.714285714285714
Ямало-Ненецкий автономный округ,Медицина и фармацевтика,1,1,120000.0,2.857142857142857
Ямало-Ненецкий автономный округ,Охрана и безопасность,1,1,125000.0,2.857142857142857
Ямало-Ненецкий автономный округ,Продажи и клиентский сервис,1,1,154000.0,2.857142857142857
Ямало-Ненецкий автономный округ,Прочие профессии,15,10,102000.0,42.857142857142854
Ямало-Ненецкий автономный округ,Транспорт и логистика,8,7,140000.0,22.857142857142858
Ямало-Ненецкий автономный округ,Управление,1,0,,2.857142857142857
Ямало-Ненецкий автономный округ,"Финансы, бухгалтерия и право",1,0,,2.857142857142857
Ярославская область,Инженерия и производство,1,1,128700.0,2.7777777777777777
Ярославская область,Информационные технологии,1,0,,2.7777777777777777
Ярославская область,"Маркетинг, медиа и дизайн",2,2,90000.0,5.555555555555555
Ярославская область,Медицина и фармацевтика,1,1,25000.0,2.7777777777777777
Ярославская область,Продажи и клиентский сервис,9,9,30000.0,25.0
Ярославская область,Прочие профессии,12,11,50000.0,33.33333333333333
Ярославская область,Транспорт и логистика,4,3,50850.0,11.11111111111111
Ярославская область,Управление,1,0,,2.7777777777777777
Ярославская область,"Финансы, бухгалтерия и право",5,5,85000.0,13.88888888888889
