Код_ISO_субъекта,Субъект_РФ,Место_в_регионе,Профессиональная_группа,Сложность_поиска_работы_в_группе_1_10,Индекс_при_других_настройках_min,Индекс_при_других_настройках_max,Лучшее_место_при_других_настройках,Худшее_место_при_других_настройках,Потребность_в_общем_числе_рабочих_мест_pct,Требуется_работников_человек,Списочная_численность_работников_человек,Требуется_на_10_тыс_рабочей_силы,Эквивалент_вакансий_с_учетом_оплаты,Оценочная_зарплата_группы_2025_руб,Оценочный_зарплатный_запас_группы_2025_руб,Средняя_зарплата_группы_по_РФ_2025_руб,Привлекательность_зарплаты_1_10,Вес_качества_оплаты_0_1,Медианная_зарплата_региона_2025_руб,Прожиточный_минимум_трудоспособных_2025_руб,Лог_отношение_доли_занятых_к_доле_вакансий,Kappa_метод_моментов,Оценка_межрегиональной_дисперсии,Робастный_z_доли_вакансий,Статус_наблюдения,Структурный_ноль_локального_рынка,Размер_группы_к_медианной_группе_региона,Сложность_трудоустройства_в_регионе_1_10,Скорректированная_доля_вакансий_pct,Доля_вакансий_с_учетом_оплаты_pct,Вес_региональных_данных_pct,Доля_группы_среди_занятых_pct,Доля_группы_среди_вакансий_pct
RU-DA,Республика Дагестан,6,"Операторы машин, сборщики и водители",7.87,7.59,8.15,6,6,2.25,287.47,12495.2,1.88,287.47,36161.011401640266,18572.011401640266,97921.0,2.57,1.0,35887.0,17589.0,-0.09816156361386419,119.67320227989055,0.0006663313462581509,-3.82,Устойчивая база; нетипично низкая доля — строка сохранена,False,0.959327322310395,8.96,2.31,2.31,99.1,5.3,5.84
RU-DA,Республика Дагестан,7,Офисные и учётные служащие,7.1,6.7,7.5,7,7,3.41,322.39,9123.91,2.11,215.23187540518012,23958.641126169234,6369.641126169234,64878.0,1.22,0.6676133732596549,35887.0,17589.0,-0.5191347666564873,101.86360214376505,0.0006524156213050596,-1.89,Устойчивая база,False,0.7004942817482741,8.96,3.45,2.3,98.9,3.87,6.54
RU-DA,Республика Дагестан,8,Сельское и лесное хозяйство,6.36,6.32,6.41,8,8,1.04,14.0,1327.85,0.09,9.990697578694984,25609.72600047335,8020.726000473351,69349.0,1.28,0.7136212556210704,35887.0,17589.0,-0.08008736908461525,8.672962346589573,0.01170183158124693,-3.46,Средняя база — умеренное сглаживание,False,0.10194657027737514,8.96,6.31,4.5,56.0,0.56,0.28
RU-DA,Республика Дагестан,9,"Промышленность, строительство и транспорт",4.74,4.67,4.8,9,9,5.37,648.6,11420.95,4.25,648.6,36234.49963469474,18645.499634694737,98120.0,2.59,1.0,35887.0,17589.0,-0.9941878186790066,52.95679822120663,0.0017222836868633143,-1.69,Устойчивая база,False,0.8768510613468296,8.96,5.39,5.39,99.6,4.84,13.17
RU-IN,Республика Ингушетия,1,"Обслуживание, торговля и охрана",9.85,9.81,9.9,1,1,0.13,4.0,3050.36,0.15,2.449747373403719,19241.54074439951,1072.54074439951,59516.0,1.04,0.6124368433509297,31418.0,18169.0,0.946152486400377,111.62161988428772,0.0006390395513437586,-8.85,Устойчивая база; нетипично низкая доля — строка сохранена,False,1.0669511533954774,9.32,0.4,0.25,96.5,7.45,2.67
RU-IN,Республика Ингушетия,2,Руководители,9.5,9.4,9.59,2,2,0.24,6.75,2858.95,0.25,6.75,57544.22066495848,39375.22066495848,177990.0,6.02,1.0,31418.0,18169.0,0.4469726670901131,146.16402115495765,0.0002852555978408675,-7.44,Устойчивая база; нетипично низкая доля — строка сохранена,False,1.0,9.32,0.44,0.44,95.1,6.98,4.5
RU-IN,Республика Ингушетия,3,"Промышленность, строительство и транспорт",9.32,8.92,9.56,3,3,0.22,3.0,1385.73,0.11,3.0,31722.22558371665,13553.225583716649,98120.0,1.72,1.0,31418.0,18169.0,0.3571466305563053,52.95679822120663,0.0017222836868633143,-11.05,Устойчивая база; нетипично низкая доля — строка сохранена,False,0.4846989279280855,9.32,0.59,0.59,96.3,3.38,2.0
RU-IN,Республика Ингушетия,4,Неквалифицированные рабочие,8.99,8.79,9.17,4,6,0.3,18.75,6180.98,0.7,10.045959003488408,16833.27679848527,-1335.723201514731,52067.0,1.0,0.5357844801860484,31418.0,18169.0,0.18492140247005023,70.670421472643,0.0011936050185097405,-6.62,Устойчивая база; нетипично низкая доля — строка сохранена,False,2.1619755504643314,9.32,0.4,0.22,98.9,15.1,12.5
RU-IN,Республика Ингушетия,5,Сельское и лесное хозяйство,8.98,8.77,9.11,4,7,0.0,0.0,281.75,0.0,0.0,22420.55260910279,4251.55260910279,69349.0,1.13,0.7136212556210704,31418.0,18169.0,0.6487584901245262,8.672962346589573,0.01170183158124693,-16.81,Устойчивая база; нетипично низкая доля — строка сохранена,False,0.09855016701936026,9.32,4.32,3.09,66.8,0.69,0.0
RU-IN,Республика Ингушетия,6,"Операторы машин, сборщики и водители",8.89,8.47,9.2,4,7,0.27,4.0,1495.83,0.15,4.0,31657.888823717054,13488.888823717054,97921.0,1.7,1.0,31418.0,18169.0,0.18183833308295885,119.67320227989055,0.0006663313462581509,-9.94,Устойчивая база; нетипично низкая доля — строка сохранена,False,0.5232095699470085,9.32,0.9,0.9,92.6,3.65,2.67
RU-IN,Республика Ингушетия,7,Специалисты средней квалификации,8.76,8.53,8.98,5,7,0.33,18.5,5594.64,0.69,16.318926928657426,27713.948445651837,9544.948445651837,85722.0,1.35,0.8821041583058068,31418.0,18169.0,0.10278175752653693,103.46780906003967,0.000599737808997421,-7.71,Устойчивая база; нетипично низкая доля — строка сохранена,False,1.9568862694345828,9.32,0.45,0.39,98.2,13.67,12.33
RU-IN,Республика Ингушетия,8,Офисные и учётные служащие,8.46,8.19,8.72,8,8,0.37,4.0,1086.55,0.15,2.6704534930386195,20975.076961071838,2806.076961071838,64878.0,1.08,0.6676133732596549,31418.0,18169.0,0.001858264495302879,101.86360214376505,0.0006524156213050596,-8.6,Устойчивая база; нетипично низкая доля — строка сохранена,False,0.38005211703597475,9.32,0.96,0.64,91.5,2.65,2.67
RU-IN,Республика Ингушетия,9,Специалисты высшей квалификации,7.83,7.45,8.21,9,9,0.48,91.0,19006.17,3.41,91.0,33299.28445446032,15130.284454460321,102998.0,1.99,1.0,31418.0,18169.0,-0.2657090847024607,144.61887250545854,0.00038278707116992195,-7.98,Устойчивая база; нетипично низкая доля — строка сохранена,False,6.647954668672065,9.32,0.52,0.52,99.2,46.42,60.67
RU-IRK,Иркутская область,1,Руководители,9.0,8.88,9.14,1,1,2.42,1027.24,41460.42,8.67,1027.24,142038.14095637947,121549.14095637947,177990.0,9.75,1.0,77550.0,20489.0,0.7498351470694344,146.16402115495765,0.0002852555978408675,-1.16,Устойчивая база,False,0.7510140216846309,6.48,2.43,2.43,99.7,8.18,3.86
RU-IRK,Иркутская область,2,Неквалифицированные рабочие,8.47,8.21,8.73,2,2,3.92,2284.34,56037.57,19.27,1223.913919468198,41550.08643842805,21061.08643842805,52067.0,3.15,0.5357844801860484,77550.0,20489.0,0.25200809000000907,70.670421472643,0.0011936050185097405,-1.28,Устойчивая база,False,1.01506450757455,6.48,3.93,2.1,99.9,11.06,8.59
RU-IRK,Иркутская область,3,Офисные и учётные служащие,7.73,7.47,7.99,3,3,4.45,1016.75,21832.55,8.58,678.7958972617541,51773.41709628623,31284.417096286234,64878.0,4.79,0.6676133732596549,77550.0,20489.0,0.11907087158155188,101.86360214376505,0.0006524156213050596,-1.06,Устойчивая база,False,0.3954747969058391,6.48,4.46,2.98,99.6,4.31,3.82
RU-IRK,Иркутская область,4,Специалисты средней квалификации,6.71,6.61,6.83,4,4,4.66,2696.53,55205.92,22.75,2378.620325996357,68407.17747661531,47918.17747661531,85722.0,7.26,0.8821041583058067,77550.0,20489.0,0.07192188120387688,103.46780906003967,0.000599737808997421,-0.75,Устойчивая база,False,1.0,6.48,4.66,4.11,99.8,10.89,10.14
RU-IRK,Иркутская область,5,"Промышленность, строительство и транспорт",5.98,5.97,5.98,5,5,4.9,3719.24,72225.75,31.38,3719.24,78300.9292131016,57811.9292131016,98120.0,8.11,1.0,77550.0,20489.0,0.01871527833306892,52.95679822120663,0.0017222836868633143,-1.97,Устойчивая база,False,1.308297189866594,6.48,4.9,4.9,99.9,14.25,13.98
RU-IRK,Иркутская область,6,"Операторы машин, сборщики и водители",5.94,5.93,5.94,6,6,4.93,4253.47,82090.27,35.88,4253.47,78142.1248417868,57653.124841786805,97921.0,8.09,1.0,77550.0,20489.0,0.012581450638583723,119.67320227989055,0.0006663313462581509,-1.5,Устойчивая база,False,1.4869830989140296,6.48,4.94,4.94,99.9,16.2,15.99
RU-IRK,Иркутская область,7,"Обслуживание, торговля и охрана",5.37,5.14,5.62,7,8,7.34,3449.0,43526.85,29.1,2112.2946727173567,47494.4772018646,27005.477201864604,59516.0,4.2,0.6124368433509297,77550.0,20489.0,-0.41117216206422574,111.62161988428772,0.0006390395513437586,0.45,Устойчивая база,False,0.7884453333990268,6.48,7.34,4.5,99.8,8.59,12.97
RU-IRK,Иркутская область,8,Специалисты высшей квалификации,5.22,5.2,5.23,7,8,5.59,7776.78,131257.78,65.61,7776.78,82193.63134010433,61704.63134010433,102998.0,8.3,1.0,77550.0,20489.0,-0.12088898972468791,144.61887250545854,0.00038278707116992195,0.0,Устойчивая база,False,2.3776033439891955,6.48,5.59,5.59,99.9,25.9,29.24
RU-IRK,Иркутская область,9,Сельское и лесное хозяйство,3.02,2.92,3.11,9,9,10.61,374.83,3159.59,3.16,267.4866552444458,55341.328373414006,34852.328373414006,69349.0,5.21,0.7136212556210704,77550.0,20489.0,-0.7479662198231662,8.672962346589573,0.01170183158124693,0.03,Средняя база — умеренное сглаживание,False,0.05723281126371955,6.48,11.52,8.22,62.2,0.62,1.41
RU-IVA,Ивановская область,1,Офисные и учётные служащие,8.98,8.78,9.2,1,1,3.01,204.59,6595.89,4.14,136.58702003519278,32350.541228043097,14181.541228043097,64878.0,1.87,0.6676133732596549,48457.0,18169.0,1.0896529286614305,101.86360214376505,0.0006524156213050596,-2.27,Устойчивая база,False,0.5207925717128171,4.95,3.07,2.05,98.5,5.59,1.83
RU-IVA,Ивановская область,2,Руководители,8.39,8.28,8.5,2,2,3.24,321.92,9611.77,6.51,321.92,88752.31716728923,70583.31716728923,177990.0,8.56,1.0,48457.0,18169.0,1.029622844815695,146.16402115495765,0.0002852555978408675,-0.35,Устойчивая база,False,0.7589178135190405,4.95,3.26,3.26,98.5,8.15,2.88
RU-IVA,Ивановская область,3,"Обслуживание, торговля и охрана",6.75,6.68,6.86,3,3,6.94,897.68,12034.67,18.16,549.7723055392626,29676.852118256003,11507.852118256003,59516.0,1.47,0.6124368433509297,48457.0,18169.0,0.2360084595581343,111.62161988428772,0.0006390395513437586,0.31,Устойчивая база,False,0.9502230539040355,4.95,6.95,4.25,99.1,10.21,8.04
RU-IVA,Ивановская область,4,Неквалифицированные рабочие,5.43,5.3,5.55,4,4,9.28,1333.43,13038.67,26.97,714.4310994144826,25962.50855637535,7793.508556375349,52067.0,1.25,0.5357844801860484,48457.0,18169.0,-0.07777776959952228,70.670421472643,0.0011936050185097405,0.61,Устойчивая база,False,1.029496016612581,4.95,9.28,4.97,99.5,11.06,11.94
RU-IVA,Ивановская область,5,Специалисты средней квалификации,5.08,4.92,5.23,5,5,7.52,1277.57,15701.09,25.84,1126.9498095267495,42744.12119902448,24575.121199024477,85722.0,3.8,0.8821041583058068,48457.0,18169.0,0.15144495514888168,103.46780906003967,0.000599737808997421,0.57,Устойчивая база,False,1.2397130697744194,4.95,7.52,6.63,99.4,13.32,11.44
RU-IVA,Ивановская область,6,"Операторы машин, сборщики и водители",4.03,3.78,4.29,6,6,8.33,1151.35,12665.1,23.29,1151.35,48826.98831023163,30657.98831023163,97921.0,4.7,1.0,48457.0,18169.0,0.03820295260788043,119.67320227989055,0.0006663313462581509,0.1,Устойчивая база,False,1.0,4.95,8.33,8.33,99.1,10.74,10.31
RU-IVA,Ивановская область,7,Специалисты высшей квалификации,3.18,2.94,3.43,7,7,9.86,3456.33,31611.6,69.91,3456.33,51358.56600705913,33189.56600705913,102998.0,5.02,1.0,48457.0,18169.0,-0.14240334985203154,144.61887250545854,0.00038278707116992195,1.95,Устойчивая база,False,2.495961342587109,4.95,9.84,9.84,99.6,26.81,30.96
RU-IVA,Ивановская область,8,"Промышленность, строительство и транспорт",2.12,1.88,2.36,8,8,12.9,2351.27,15872.64,47.56,2351.27,48926.216981035,30757.216981035002,98120.0,4.72,1.0,48457.0,18169.0,-0.44725989065501615,52.95679822120663,0.0017222836868633143,1.08,Устойчивая база,False,1.2532581661416016,4.95,12.89,12.89,99.7,13.46,21.06
RU-IVA,Ивановская область,9,Сельское и лесное хозяйство,1.95,1.77,2.11,9,9,18.0,170.5,776.5,3.45,121.67242408339251,34579.94518363021,16410.94518363021,69349.0,2.17,0.7136212556210705,48457.0,18169.0,-0.7750428379750174,8.672962346589573,0.01170183158124693,0.92,Устойчивая база,False,0.06131021468444781,4.95,16.27,11.61,65.3,0.66,1.53
RU-KAM,Камчатский край,1,Руководители,6.41,6.24,6.58,1,2,5.69,327.33,5430.0,19.3,327.33,207218.1709011206,173199.1709011206,177990.0,9.92,1.0,113137.0,34019.0,0.7970087750495896,146.16402115495765,0.0002852555978408675,1.24,Устойчивая база,False,0.7420556992747532,3.98,5.66,5.66,97.5,8.2,3.67
RU-KAM,Камчатский край,2,Неквалифицированные рабочие,6.26,6.24,6.29,1,4,9.14,834.17,8293.08,49.17,446.935339836796,60617.04873480896,26598.04873480896,52067.0,4.14,0.5357844801860484,113137.0,34019.0,0.2881459757389984,70.670421472643,0.0011936050185097405,0.57,Устойчивая база,False,1.1333199407995342,3.98,9.14,4.9,99.2,12.52,9.34
RU-KAM,Камчатский край,3,"Обслуживание, торговля и охрана",6.25,6.19,6.29,3,3,8.47,567.0,6128.77,33.42,347.2516901799772,69289.26714619414,35270.267146194135,59516.0,5.27,0.6124368433509297,113137.0,34019.0,0.367275289138687,111.62161988428772,0.0006390395513437586,0.8,Устойчивая база,False,0.8375485650173352,3.98,8.46,5.18,98.4,9.25,6.35
RU-KAM,Камчатский край,4,Специалисты средней квалификации,6.15,5.99,6.33,2,5,6.63,724.4,10205.61,42.7,638.9962522767264,99798.61815824406,65779.61815824406,85722.0,8.46,0.8821041583058068,113137.0,34019.0,0.6361720794097292,103.46780906003967,0.000599737808997421,0.22,Устойчивая база,False,1.3946834373987873,3.98,6.63,5.85,99.1,15.4,8.11
RU-KAM,Камчатский край,5,Офисные и учётные служащие,6.11,5.99,6.19,4,5,8.27,177.47,1968.9,10.46,118.48134535239095,75531.77421047757,41512.77421047757,64878.0,6.33,0.6676133732596549,113137.0,34019.0,0.36877986360505277,101.86360214376505,0.0006524156213050596,0.9,Устойчивая база,False,0.26906693670387877,3.98,8.22,5.49,95.5,2.97,1.99
RU-KAM,Камчатский край,6,Специалисты высшей квалификации,4.71,4.37,5.06,6,6,8.39,1555.53,16975.82,91.7,1555.53,119911.55214603977,85892.55214603977,102998.0,9.02,1.0,113137.0,34019.0,0.38429284068115627,144.61887250545854,0.00038278707116992195,1.39,Устойчивая база,False,2.319890235886251,3.98,8.37,8.37,99.2,25.62,17.43
RU-KAM,Камчатский край,7,"Операторы машин, сборщики и водители",3.93,3.6,4.27,7,7,9.81,1034.0,9507.34,60.95,1034.0,114000.8456250836,79981.8456250836,97921.0,8.81,1.0,113137.0,34019.0,0.20923461180438863,119.67320227989055,0.0006663313462581509,0.62,Устойчивая база,False,1.2992589009102824,3.98,9.8,9.8,98.9,14.35,11.58
RU-KAM,Камчатский край,8,"Промышленность, строительство и транспорт",1.47,1.32,1.62,8,8,29.78,3103.47,7317.51,182.95,3103.47,114232.52389919633,80213.52389919633,98120.0,8.84,1.0,113137.0,34019.0,-1.1433788212958111,52.95679822120663,0.0017222836868633143,4.11,Устойчивая база; нетипично высокая доля — строка сохранена,False,1.0,3.98,29.68,29.68,99.5,11.04,34.77
RU-KAM,Камчатский край,9,Сельское и лесное хозяйство,1.45,1.3,1.6,9,9,58.48,603.5,428.5,35.58,430.67042776731597,80736.96799720103,46717.967997201034,69349.0,7.04,0.7136212556210704,113137.0,34019.0,-2.038267751146434,8.672962346589573,0.01170183158124693,3.6,Средняя база — умеренное сглаживание; нетипично высокая доля — строка сохранена,False,0.058558170743873254,3.98,42.17,30.1,64.1,0.65,6.76
RU-KB,Кабардино-Балкарская Республика,1,"Обслуживание, торговля и охрана",9.22,9.12,9.33,1,1,2.99,246.11,7981.5,5.44,150.72683151709734,24008.136696199796,3326.1366961997956,59516.0,1.11,0.6124368433509297,39201.0,20682.0,0.4462771238700885,111.62161988428772,0.0006390395513437586,-1.69,Устойчивая база,False,1.4694321656795584,8.65,3.05,1.87,98.7,10.78,6.85
RU-KB,Кабардино-Балкарская Республика,2,Неквалифицированные рабочие,8.77,8.61,8.93,2,2,3.69,334.04,8727.96,7.39,178.97344776134761,21003.287407773285,321.28740777328494,52067.0,1.02,0.5357844801860484,39201.0,20682.0,0.23385393020929368,70.670421472643,0.0011936050185097405,-1.41,Устойчивая база,False,1.6068590070493713,8.65,3.73,2.0,99.2,11.79,9.29
RU-KB,Кабардино-Балкарская Республика,3,Специалисты высшей квалификации,8.08,8.07,8.09,3,3,3.53,1080.13,29547.48,23.89,1080.13,41548.32420584694,20866.32420584694,102998.0,3.1,1.0,39201.0,20682.0,0.28350522149969853,144.61887250545854,0.00038278707116992195,-1.53,Устойчивая база,False,5.4398318018885465,8.65,3.54,3.54,99.5,39.9,30.05
RU-KB,Кабардино-Балкарская Республика,4,Офисные и учётные служащие,7.86,7.7,8.02,4,4,4.39,141.7,3086.43,3.13,94.60081499089308,26171.11184515173,5489.111845151729,64878.0,1.19,0.6676133732596549,39201.0,20682.0,0.05510009532317395,101.86360214376505,0.0006524156213050596,-1.11,Устойчивая база,False,0.5682264635868395,8.65,4.48,2.99,96.9,4.17,3.94
RU-KB,Кабардино-Балкарская Республика,5,"Промышленность, строительство и транспорт",6.05,5.92,6.13,5,6,4.88,278.5,5431.69,6.16,278.5,39580.589633562806,18898.589633562806,98120.0,2.66,1.0,39201.0,20682.0,-0.060493467031022416,52.95679822120663,0.0017222836868633143,-1.98,Устойчивая база,False,1.0,8.65,4.93,4.93,99.1,7.34,7.75
RU-KB,Кабардино-Балкарская Республика,6,Руководители,6.01,5.9,6.19,5,6,5.02,201.2,3803.9,4.45,201.2,71799.31867996173,51117.318679961725,177990.0,7.55,1.0,39201.0,20682.0,-0.05626631832126523,146.16402115495765,0.0002852555978408675,0.88,Устойчивая база,False,0.700316107878027,8.65,5.0,5.0,96.5,5.14,5.6
RU-KB,Кабардино-Балкарская Республика,7,Сельское и лесное хозяйство,4.99,4.8,5.12,7,7,2.21,7.5,332.0,0.17,5.352159417158028,27974.66684160158,7292.666841601578,69349.0,1.24,0.7136212556210704,39201.0,20682.0,-0.2662679398480714,8.672962346589573,0.01170183158124693,-2.36,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.06112278130747521,8.65,8.29,5.92,43.7,0.45,0.21
RU-KB,Кабардино-Балкарская Республика,8,Специалисты средней квалификации,4.45,4.36,4.55,8,8,7.14,850.29,11059.55,18.81,750.0443447658444,34579.36510974593,13897.36510974593,85722.0,1.78,0.8821041583058067,39201.0,20682.0,-0.4569579649985211,103.46780906003967,0.000599737808997421,0.42,Устойчивая база,False,2.036115831352673,8.65,7.14,6.3,99.1,14.94,23.66
RU-KB,Кабардино-Балкарская Республика,9,"Операторы машин, сборщики и водители",2.79,2.5,3.12,9,9,10.04,454.95,4075.57,10.06,454.95,39500.31509894112,18818.315098941122,97921.0,2.65,1.0,39201.0,20682.0,-0.8035623069993167,119.67320227989055,0.0006663313462581509,0.69,Устойчивая база,False,0.7503318488352613,8.65,10.01,10.01,97.4,5.5,12.66
RU-KC,Карачаево-Черкесская Республика,1,"Обслуживание, торговля и охрана",8.62,8.5,8.72,1,1,4.38,188.67,4115.99,8.32,115.5484592350199,24468.689202399695,6299.689202399695,59516.0,1.21,0.6124368433509297,39953.0,18169.0,0.3294146578941243,111.62161988428772,0.0006390395513437586,-0.79,Устойчивая база,False,1.0,8.2,4.47,2.74,97.5,8.89,6.32
RU-KC,Карачаево-Черкесская Республика,2,Офисные и учётные служащие,8.42,8.31,8.52,2,3,4.38,84.8,1849.63,3.74,56.61361405241873,26673.15710184299,8504.15710184299,64878.0,1.29,0.6676133732596549,39953.0,18169.0,0.3191629595414447,101.86360214376505,0.0006524156213050596,-1.11,Устойчивая база,False,0.4493766991659358,8.2,4.52,3.02,95.0,4.0,2.84
RU-KC,Карачаево-Черкесская Республика,3,Руководители,8.35,8.27,8.41,2,3,3.61,148.28,3963.92,6.54,148.28,73176.65822862965,55007.65822862965,177990.0,7.92,1.0,39953.0,18169.0,0.5459913157442684,146.16402115495765,0.0002852555978408675,-0.05,Устойчивая база,False,0.9630538460977797,8.2,3.64,3.64,96.6,8.56,4.96
RU-KC,Карачаево-Черкесская Республика,4,Специалисты средней квалификации,7.28,7.17,7.38,4,4,4.79,312.29,6213.42,13.77,275.4723075973204,35242.7074367919,17073.707436791898,85722.0,2.34,0.8821041583058068,39953.0,18169.0,0.24796116660906478,103.46780906003967,0.000599737808997421,-0.67,Устойчивая база,False,1.5095809270673641,8.2,4.82,4.25,98.4,13.42,10.46
RU-KC,Карачаево-Черкесская Республика,5,Специалисты высшей квалификации,6.09,5.91,6.28,5,5,5.51,922.65,15827.64,40.68,922.65,42345.35335823583,24176.35335823583,102998.0,3.75,1.0,39953.0,18169.0,0.10254009076883638,144.61887250545854,0.00038278707116992195,-0.05,Устойчивая база,False,3.845402928578544,8.2,5.51,5.51,99.1,34.19,30.89
RU-KC,Карачаево-Черкесская Республика,6,"Промышленность, строительство и транспорт",5.47,5.21,5.72,6,6,5.98,235.84,3709.58,10.4,235.84,40339.87137138682,22170.87137138682,98120.0,3.36,1.0,39953.0,18169.0,0.005092500466150422,52.95679822120663,0.0017222836868633143,-1.36,Устойчивая база,False,0.9012606930531901,8.2,6.04,6.04,98.7,8.01,7.9
RU-KC,Карачаево-Черкесская Республика,7,Неквалифицированные рабочие,4.62,4.59,4.65,7,7,10.56,724.27,6136.22,31.93,388.05262546434926,21406.197336873192,3237.1973368731924,52067.0,1.1,0.5357844801860484,39953.0,18169.0,-0.6017924274686074,70.670421472643,0.0011936050185097405,0.9,Устойчивая база,False,1.4908248076404462,8.2,10.55,5.65,99.0,13.26,24.25
RU-KC,Карачаево-Черкесская Республика,8,"Операторы машин, сборщики и водители",4.1,3.84,4.34,8,8,7.67,365.99,4408.69,16.14,365.99,40258.05691558876,22089.056915588757,97921.0,3.34,1.0,39953.0,18169.0,-0.24954837868277885,119.67320227989055,0.0006663313462581509,-0.15,Устойчивая база,False,1.071112903578483,8.2,7.7,7.7,97.6,9.52,12.25
RU-KC,Карачаево-Черкесская Республика,9,Сельское и лесное хозяйство,3.25,3.01,3.47,9,9,5.81,4.0,64.89,0.18,2.8544850224842815,28511.310025828625,10342.310025828625,69349.0,1.41,0.7136212556210704,39953.0,18169.0,-0.5912752611598101,8.672962346589573,0.01170183158124693,-0.91,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.015765344425035046,8.2,12.12,8.65,12.5,0.14,0.13
RU-KDA,Краснодарский край,1,Офисные и учётные служащие,6.44,6.39,6.49,1,1,7.15,3020.1,39194.53,10.33,2016.2591485814835,41361.31892692866,22805.31892692866,64878.0,3.55,0.6676133732596549,61954.0,18556.0,0.3412249760175951,101.86360214376505,0.0006524156213050596,0.43,Устойчивая база,False,0.48368292528820167,3.62,7.15,4.77,99.8,5.0,3.55
RU-KDA,Краснодарский край,2,Руководители,6.11,5.97,6.24,2,2,5.76,3807.84,62271.69,13.02,3807.84,113472.99786991016,94916.99786991016,177990.0,9.24,1.0,61954.0,18556.0,0.5733013153062093,146.16402115495765,0.0002852555978408675,1.27,Устойчивая база,False,0.7684682832487099,3.62,5.76,5.76,99.8,7.95,4.48
RU-KDA,Краснодарский край,3,"Обслуживание, торговля и охрана",4.88,4.84,4.95,3,3,9.68,11494.98,107262.81,39.31,7039.94926558207,37942.9121929635,19386.9121929635,59516.0,2.82,0.6124368433509297,61954.0,18556.0,0.012203745651763725,111.62161988428772,0.0006390395513437586,1.13,Устойчивая база,False,1.3236844456466903,3.62,9.68,5.93,99.9,13.69,13.52
RU-KDA,Краснодарский край,4,Сельское и лесное хозяйство,4.65,4.59,4.7,4,4,9.27,1013.08,9917.6,3.46,722.955421644594,44211.6912707478,25655.691270747797,69349.0,4.0,0.7136212556210704,61954.0,18556.0,0.05985734018872884,8.672962346589573,0.01170183158124693,-0.19,Устойчивая база,False,0.12238885833911695,3.62,9.27,6.62,99.9,1.27,1.19
RU-KDA,Краснодарский край,5,Неквалифицированные рабочие,3.83,3.75,3.92,5,7,12.4,11469.84,81033.52,39.22,6145.362262217145,33193.991685446446,14637.991685446446,52067.0,1.92,0.5357844801860484,61954.0,18556.0,-0.2659794447890556,70.670421472643,0.0011936050185097405,1.27,Устойчивая база,False,1.0,3.62,12.4,6.64,99.9,10.34,13.49
RU-KDA,Краснодарский край,6,Специалисты средней квалификации,3.8,3.62,3.99,5,6,9.51,10278.88,97805.74,35.15,9067.042790726391,54649.88102367795,36093.88102367795,85722.0,5.46,0.8821041583058068,61954.0,18556.0,0.031833325756264914,103.46780906003967,0.000599737808997421,1.23,Устойчивая база,False,1.2069787909990828,3.62,9.51,8.39,99.9,12.48,12.09
RU-KDA,Краснодарский край,7,Специалисты высшей квалификации,3.74,3.5,3.99,5,7,9.06,22142.67,222217.35,75.72,22142.67,65663.75546157091,47107.75546157091,102998.0,7.16,1.0,61954.0,18556.0,0.08511055050138062,144.61887250545854,0.00038278707116992195,1.66,Устойчивая база,False,2.742289240304506,3.62,9.06,9.06,99.9,28.35,26.04
RU-KDA,Краснодарский край,8,"Операторы машин, сборщики и водители",2.73,2.49,2.97,8,8,10.97,10614.1,86175.77,36.29,10614.1,62427.043229504314,43871.043229504314,97921.0,6.71,1.0,61954.0,18556.0,-0.12700053169638895,119.67320227989055,0.0006663313462581509,0.97,Устойчивая база,False,1.063458307130185,3.62,10.97,10.97,99.9,10.99,12.48
RU-KDA,Краснодарский край,9,"Промышленность, строительство и транспорт",2.19,1.98,2.41,9,9,12.56,11187.65,77898.16,38.26,11187.65,62553.91061854928,43997.91061854928,98120.0,6.75,1.0,61954.0,18556.0,-0.28060064724828676,52.95679822120663,0.0017222836868633143,0.99,Устойчивая база,False,0.9613078637087467,3.62,12.56,12.56,99.9,9.94,13.16
RU-KEM,Кемеровская область,1,Руководители,8.76,8.65,8.85,1,1,2.89,1303.39,43746.58,10.54,1303.39,126792.16435649677,109203.16435649677,177990.0,9.61,1.0,69226.0,17589.0,0.8182702330934931,146.16402115495765,0.0002852555978408675,-0.66,Устойчивая база,False,0.8941504702066211,6.19,2.89,2.89,99.7,8.73,3.85
RU-KEM,Кемеровская область,2,Офисные и учётные служащие,7.54,7.38,7.7,2,2,5.25,995.56,17976.56,8.05,664.649169882382,46216.20337727287,28627.20337727287,64878.0,4.43,0.6676133732596549,69226.0,17589.0,0.19795262302839098,101.86360214376505,0.0006524156213050596,-0.55,Устойчивая база,False,0.3674287127518891,6.19,5.26,3.51,99.5,3.59,2.94
RU-KEM,Кемеровская область,3,Специалисты высшей квалификации,7.0,6.93,7.07,3,5,4.55,5385.66,113053.54,43.55,5385.66,73371.19694584221,55782.19694584221,102998.0,7.96,1.0,69226.0,17589.0,0.3497486251468407,144.61887250545854,0.00038278707116992195,-0.69,Устойчивая база,False,2.3107377982352686,6.19,4.55,4.55,99.9,22.57,15.91
