Код_ISO_субъекта,Субъект_РФ,Место_в_регионе,Профессиональная_группа,Сложность_поиска_работы_в_группе_1_10,Индекс_при_других_настройках_min,Индекс_при_других_настройках_max,Лучшее_место_при_других_настройках,Худшее_место_при_других_настройках,Потребность_в_общем_числе_рабочих_мест_pct,Требуется_работников_человек,Списочная_численность_работников_человек,Требуется_на_10_тыс_рабочей_силы,Эквивалент_вакансий_с_учетом_оплаты,Оценочная_зарплата_группы_2025_руб,Оценочный_зарплатный_запас_группы_2025_руб,Средняя_зарплата_группы_по_РФ_2025_руб,Привлекательность_зарплаты_1_10,Вес_качества_оплаты_0_1,Медианная_зарплата_региона_2025_руб,Прожиточный_минимум_трудоспособных_2025_руб,Лог_отношение_доли_занятых_к_доле_вакансий,Kappa_метод_моментов,Оценка_межрегиональной_дисперсии,Робастный_z_доли_вакансий,Статус_наблюдения,Структурный_ноль_локального_рынка,Размер_группы_к_медианной_группе_региона,Сложность_трудоустройства_в_регионе_1_10,Скорректированная_доля_вакансий_pct,Доля_вакансий_с_учетом_оплаты_pct,Вес_региональных_данных_pct,Доля_группы_среди_занятых_pct,Доля_группы_среди_вакансий_pct
RU-TOM,Томская область,7,Сельское и лесное хозяйство,3.66,3.59,3.71,7,8,5.79,46.0,748.36,0.87,32.826577758569236,49397.576935346115,30455.576935346115,69349.0,4.6,0.7136212556210704,69221.0,18942.0,-0.41673933200276575,8.672962346589573,0.01170183158124693,-0.92,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.038356192467761445,5.98,10.18,7.26,39.2,0.4,0.33
RU-TOM,Томская область,8,Офисные и учётные служащие,3.65,3.63,3.71,7,8,10.59,1008.85,8519.32,19.03,673.5217516130028,46212.86531040657,27270.865310406567,64878.0,4.23,0.6676133732596549,69221.0,18942.0,-0.46504490911023133,101.86360214376505,0.0006524156213050596,1.72,Устойчивая база,False,0.4366463702154704,5.98,10.55,7.05,98.9,4.52,7.23
RU-TOM,Томская область,9,"Промышленность, строительство и транспорт",2.69,2.47,2.92,9,9,10.26,2081.38,18208.48,39.25,2081.38,69891.27815680343,50949.278156803426,98120.0,7.54,1.0,69221.0,18942.0,-0.4343276705433303,52.95679822120663,0.0017222836868633143,0.33,Устойчивая база,False,0.9332513274699141,5.98,10.26,10.26,99.7,9.65,14.91
RU-TUL,Тульская область,1,Офисные и учётные служащие,8.77,8.52,9.04,1,1,3.32,1008.64,29365.34,12.67,673.3815528046183,47152.86493995616,27823.864939956162,64878.0,4.28,0.6676133732596549,70629.0,19329.0,0.7944053492856177,101.86360214376505,0.0006524156213050596,-1.97,Устойчивая база,False,1.0,4.21,3.33,2.23,99.7,9.65,4.35
RU-TUL,Тульская область,2,Руководители,7.6,7.52,7.7,2,2,3.87,1054.76,26218.07,13.25,1054.76,129361.85503040781,110032.85503040781,177990.0,9.63,1.0,70629.0,19329.0,0.6379749357271074,146.16402115495765,0.0002852555978408675,0.15,Устойчивая база,False,0.8928236485598328,4.21,3.87,3.87,99.5,8.61,4.55
RU-TUL,Тульская область,3,Специалисты средней квалификации,6.17,6.14,6.2,3,3,5.63,1869.49,31311.76,23.49,1649.0849029111228,62302.13459698083,42973.13459698083,85722.0,6.55,0.8821041583058068,70629.0,19329.0,0.2431209567623679,103.46780906003967,0.000599737808997421,-0.23,Устойчивая база,False,1.0662829035863368,4.21,5.63,4.97,99.7,10.28,8.06
RU-TUL,Тульская область,4,"Обслуживание, торговля и охрана",5.96,5.75,6.17,4,5,7.16,2087.18,27070.73,26.23,1278.2659307051933,43255.80180903282,23926.80180903282,59516.0,3.67,0.6124368433509297,70629.0,19329.0,-0.01224197023373846,111.62161988428772,0.0006390395513437586,0.39,Устойчивая база,False,0.9218599205730292,4.21,7.16,4.39,99.6,8.89,9.0
RU-TUL,Тульская область,5,Специалисты высшей квалификации,5.76,5.7,5.81,4,5,5.64,4185.11,70035.32,52.59,4185.11,74858.20745222733,55529.20745222733,102998.0,7.95,1.0,70629.0,19329.0,0.24273771682163234,144.61887250545854,0.00038278707116992195,0.03,Устойчивая база,False,2.3849654047935425,4.21,5.64,5.64,99.8,23.0,18.05
RU-TUL,Тульская область,6,Неквалифицированные рабочие,3.88,3.71,4.07,6,7,11.2,3564.16,28265.86,44.79,1909.6216128999063,37841.922051060414,18512.922051060414,52067.0,2.54,0.5357844801860484,70629.0,19329.0,-0.5035308386981693,70.670421472643,0.0011936050185097405,1.04,Устойчивая база,False,0.9625585809665408,4.21,11.2,6.0,99.8,9.28,15.37
RU-TUL,Тульская область,7,"Операторы машин, сборщики и водители",3.6,3.49,3.72,6,7,8.05,3566.56,40732.9,44.82,3566.56,71168.28027660296,51839.28027660296,97921.0,7.64,1.0,70629.0,19329.0,-0.13941859824829464,119.67320227989055,0.0006663313462581509,-0.0,Устойчивая база,False,1.38710806685705,4.21,8.05,8.05,99.7,13.38,15.38
RU-TUL,Тульская область,8,Сельское и лесное хозяйство,3.2,3.16,3.23,8,8,5.55,60.01,1020.87,0.75,42.82441154982043,50402.355663260576,31073.355663260576,69349.0,4.73,0.7136212556210704,70629.0,19329.0,-0.46293920478598877,8.672962346589573,0.01170183158124693,-0.98,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.03476445360414693,4.21,10.53,7.51,33.3,0.34,0.26
RU-TUL,Тульская область,9,"Промышленность, строительство и транспорт",2.43,2.29,2.58,9,9,10.31,5795.14,50432.73,72.82,5795.14,71312.91204889945,51983.91204889945,98120.0,7.66,1.0,70629.0,19329.0,-0.4110906400549856,52.95679822120663,0.0017222836868633143,0.35,Устойчивая база,False,1.717423670218019,4.21,10.31,10.31,99.9,16.56,24.99
RU-TVE,Тверская область,1,Руководители,6.7,6.53,6.89,1,1,5.34,1081.88,19178.17,16.82,1081.88,112672.60241410181,93730.60241410181,177990.0,9.18,1.0,61517.0,18942.0,0.6391535418586496,146.16402115495765,0.0002852555978408675,1.06,Устойчивая база,False,0.9332438281051931,5.36,5.33,5.33,99.3,9.31,4.91
RU-TVE,Тверская область,2,"Обслуживание, торговля и охрана",6.41,6.39,6.42,2,2,7.84,1657.23,19481.96,25.76,1014.9487099064613,37675.277292419145,18733.277292419145,59516.0,2.63,0.6124368433509297,61517.0,18942.0,0.22730309769566576,111.62161988428772,0.0006390395513437586,0.61,Устойчивая база,False,0.9480267892813677,5.36,7.84,4.8,99.5,9.46,7.52
RU-TVE,Тверская область,3,Офисные и учётные служащие,5.71,5.64,5.8,3,3,8.42,989.81,10763.15,15.39,660.8103929861389,41069.57188281419,22127.57188281419,64878.0,3.35,0.6676133732596549,61517.0,18942.0,0.14994865678437105,101.86360214376505,0.0006524156213050596,0.96,Устойчивая база,False,0.5237540030394146,5.36,8.41,5.61,99.1,5.23,4.49
RU-TVE,Тверская область,4,Специалисты средней квалификации,5.26,5.01,5.5,4,4,7.73,1895.65,22623.31,29.47,1672.1607476924028,54264.40150649832,35322.40150649832,85722.0,5.29,0.8821041583058068,61517.0,18942.0,0.2434395997389068,103.46780906003967,0.000599737808997421,0.64,Устойчивая база,False,1.10089046185379,5.36,7.73,6.81,99.6,10.99,8.61
RU-TVE,Тверская область,5,Специалисты высшей квалификации,4.59,4.28,4.9,5,5,8.1,4587.91,52032.93,71.32,4587.91,65200.58825466407,46258.58825466407,102998.0,6.96,1.0,61517.0,18942.0,0.19321666292153045,144.61887250545854,0.00038278707116992195,1.27,Устойчивая база,False,2.532014826270158,5.36,8.09,8.09,99.7,25.27,20.83
RU-TVE,Тверская область,6,Неквалифицированные рабочие,3.13,3.06,3.18,6,7,15.01,3629.01,20550.01,56.42,1944.3672364399717,32959.85386760514,14017.85386760514,52067.0,1.82,0.5357844801860484,61517.0,18942.0,-0.5008991726877452,70.670421472643,0.0011936050185097405,1.73,Устойчивая база,False,1.0,5.36,14.99,8.03,99.7,9.98,16.48
RU-TVE,Тверская область,7,"Операторы машин, сборщики и водители",2.93,2.62,3.25,6,7,11.08,3117.92,25026.51,48.47,3117.92,61986.706562117324,43044.706562117324,97921.0,6.59,1.0,61517.0,18942.0,-0.152743229098853,119.67320227989055,0.0006663313462581509,1.01,Устойчивая база,False,1.217834443876183,5.36,11.07,11.07,99.6,12.15,14.16
RU-TVE,Тверская область,8,"Промышленность, строительство и транспорт",2.61,2.31,2.93,8,8,11.92,4786.8,35369.79,74.42,4786.8,62112.67907675527,43170.67907675527,98120.0,6.61,1.0,61517.0,18942.0,-0.2355354262954339,52.95679822120663,0.0017222836868633143,0.82,Устойчивая база,False,1.7211568266876758,5.36,11.92,11.92,99.9,17.17,21.73
RU-TVE,Тверская область,9,Сельское и лесное хозяйство,1.9,1.7,2.1,9,9,23.37,279.0,915.05,4.34,199.10033031827862,43899.838782041385,24957.838782041385,69349.0,3.87,0.7136212556210704,61517.0,18942.0,-0.8028986402450872,8.672962346589573,0.01170183158124693,1.39,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.044527958867173305,5.36,17.58,12.55,44.1,0.44,1.27
RU-TY,Республика Тыва,1,Неквалифицированные рабочие,9.48,9.38,9.6,1,1,1.54,134.85,8640.18,10.35,72.25053715308863,29115.064437790057,9593.064437790057,52067.0,1.36,0.5357844801860484,54341.0,19522.0,0.6596477651299539,70.670421472643,0.0011936050185097405,-3.24,Устойчивая база,False,2.027549696225879,8.16,1.6,0.86,99.2,18.32,9.41
RU-TY,Республика Тыва,2,Руководители,9.33,9.24,9.43,2,2,1.62,55.5,3361.11,4.26,55.5,99529.26650819622,80007.26650819622,177990.0,8.83,1.0,54341.0,19522.0,0.6072254514964551,146.16402115495765,0.0002852555978408675,-2.26,Устойчивая база,False,0.7887356003557524,8.16,1.73,1.73,95.9,7.13,3.87
RU-TY,Республика Тыва,3,"Обслуживание, торговля и охрана",7.46,7.11,7.82,3,3,3.69,170.46,4454.31,13.09,104.39598431759948,33280.43050453287,13758.430504532873,59516.0,1.76,0.6124368433509297,54341.0,19522.0,-0.22709308703907996,111.62161988428772,0.0006390395513437586,-1.19,Устойчивая база,False,1.0452716132529527,8.16,3.79,2.32,97.6,9.44,11.9
RU-TY,Республика Тыва,4,Специалисты средней квалификации,7.32,7.07,7.58,4,4,3.34,182.17,5265.14,13.99,160.6929145185688,47934.42206649585,28412.42206649585,85722.0,4.39,0.8821041583058068,54341.0,19522.0,-0.1261561506907357,103.46780906003967,0.000599737808997421,-1.65,Устойчивая база,False,1.235545209426971,8.16,3.4,3.0,98.1,11.16,12.72
RU-TY,Республика Тыва,5,Специалисты высшей квалификации,7.27,7.06,7.5,5,5,3.21,586.49,17678.42,45.03,586.49,57594.8951728254,38072.8951728254,102998.0,5.74,1.0,54341.0,19522.0,-0.08657054506155873,144.61887250545854,0.00038278707116992195,-1.84,Устойчивая база,False,4.148510227883389,8.16,3.23,3.23,99.2,37.48,40.94
RU-TY,Республика Тыва,6,Офисные и учётные служащие,7.04,6.69,7.37,6,6,4.1,42.5,994.74,3.26,28.373568363535327,36278.7783163029,16756.7783163029,64878.0,2.22,0.6676133732596548,54341.0,19522.0,-0.2773739922686542,101.86360214376505,0.0006524156213050596,-1.32,Устойчивая база,False,0.23343087584098146,8.16,4.38,2.92,91.1,2.11,2.97
RU-TY,Республика Тыва,7,"Операторы машин, сборщики и водители",6.53,6.29,6.82,7,7,3.64,161.0,4261.39,12.36,161.0,54755.91497134154,35233.91497134154,97921.0,5.26,1.0,54341.0,19522.0,-0.2167394125648154,119.67320227989055,0.0006663313462581509,-2.41,Устойчивая база,False,1.0,8.16,3.78,3.78,97.4,9.04,11.24
RU-TY,Республика Тыва,8,"Промышленность, строительство и транспорт",6.03,5.76,6.24,8,8,4.0,99.5,2386.04,7.64,99.5,54867.19270624312,35345.19270624312,98120.0,5.31,1.0,54341.0,19522.0,-0.3190904797697231,52.95679822120663,0.0017222836868633143,-2.58,Устойчивая база,False,0.5599205892912875,8.16,4.13,4.13,97.9,5.06,6.95
RU-TY,Республика Тыва,,Сельское и лесное хозяйство,,,,,,0.0,0.0,123.5,0.0,0.0,38778.892651704584,19256.892651704584,69349.0,2.79,0.7136212556210704,54341.0,19522.0,-0.46472596049792253,8.672962346589573,0.01170183158124693,-16.81,Локальный рынок почти отсутствует: нулевой спрос не превращён в максимальный балл; нетипично низкая доля — строка сохранена,True,0.028981154036593692,8.16,9.83,7.01,24.5,0.26,0.0
RU-TYU,Тюменская область,1,Руководители,8.42,8.31,8.56,1,1,3.1,3085.89,96555.89,41.02,3085.89,136997.66431019048,117668.66431019048,177990.0,9.71,1.0,74798.0,19329.0,0.6718997433114194,146.16402115495765,0.0002852555978408675,-0.47,Устойчивая база,False,1.0,5.57,3.1,3.1,99.9,8.35,4.26
RU-TYU,Тюменская область,2,"Обслуживание, торговля и охрана",8.22,7.98,8.48,2,2,4.37,4186.27,91682.85,55.65,2563.8259842146967,45809.051008962844,26480.051008962844,59516.0,4.08,0.6124368433509297,74798.0,19329.0,0.3147212789742855,111.62161988428772,0.0006390395513437586,-0.8,Устойчивая база,False,0.94953140611101,5.57,4.37,2.68,99.9,7.93,5.78
RU-TYU,Тюменская область,3,Офисные и учётные служащие,7.35,7.13,7.58,3,4,5.16,2460.26,45212.37,32.71,1642.5024776957987,49936.14509307566,30607.145093075662,64878.0,4.68,0.6676133732596549,74798.0,19329.0,0.13959265125511425,101.86360214376505,0.0006524156213050596,-0.6,Устойчивая база,False,0.46825077165152745,5.57,5.16,3.45,99.8,3.91,3.4
RU-TYU,Тюменская область,4,Специалисты средней квалификации,7.33,7.24,7.43,3,4,4.42,5753.16,124436.0,76.48,5074.886359398636,65979.62683295774,46650.62683295774,85722.0,7.01,0.8821041583058069,74798.0,19329.0,0.30266563769976995,103.46780906003967,0.000599737808997421,-0.89,Устойчивая база,False,1.2887458237917957,5.57,4.42,3.9,99.9,10.76,7.95
RU-TYU,Тюменская область,5,Неквалифицированные рабочие,6.43,6.11,6.74,5,6,6.85,6178.15,84013.1,82.13,3310.156886261435,40075.607548956046,20746.607548956046,52067.0,3.05,0.5357844801860484,74798.0,19329.0,-0.1613495677817636,70.670421472643,0.0011936050185097405,-0.07,Устойчивая база,False,0.8700981369443128,5.57,6.85,3.67,99.9,7.26,8.54
RU-TYU,Тюменская область,6,Специалисты высшей квалификации,6.1,6.07,6.13,5,6,5.05,15206.84,285631.79,202.15,15206.84,79276.84380370245,59947.843803702446,102998.0,8.21,1.0,74798.0,19329.0,0.1617986028906036,144.61887250545854,0.00038278707116992195,-0.34,Устойчивая база,False,2.958201617736629,5.57,5.05,5.05,100.0,24.7,21.01
RU-TYU,Тюменская область,7,"Промышленность, строительство и транспорт",3.83,3.73,3.92,7,7,7.39,14880.25,186418.37,197.81,14880.25,75522.28115127754,56193.28115127754,98120.0,8.01,1.0,74798.0,19329.0,-0.2432748648933729,52.95679822120663,0.0017222836868633143,-0.71,Устойчивая база,False,1.9306783874085776,5.57,7.39,7.39,100.0,16.12,20.56
RU-TYU,Тюменская область,8,"Операторы машин, сборщики и водители",3.53,3.43,3.64,8,8,7.81,20309.68,239767.67,269.99,20309.68,75369.11223618271,56040.112236182715,97921.0,7.99,1.0,74798.0,19329.0,-0.30260015333551465,119.67320227989055,0.0006663313462581509,-0.1,Устойчивая база,False,2.483200869465343,5.57,7.81,7.81,100.0,20.73,28.06
RU-TYU,Тюменская область,9,Сельское и лесное хозяйство,2.76,2.65,2.86,9,9,10.41,317.75,2735.83,4.22,226.75315397359512,53377.44267794482,34048.44267794482,69349.0,5.11,0.7136212556210704,74798.0,19329.0,-0.6094016297326708,8.672962346589573,0.01170183158124693,0.0,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.02833415962506275,5.57,12.4,8.85,23.6,0.24,0.44
RU-UD,Удмуртская Республика,1,Руководители,7.59,7.52,7.66,1,1,3.92,938.97,23036.34,12.98,938.97,116383.36029389066,99181.36029389066,177990.0,9.37,1.0,63543.0,17202.0,0.7876921995763295,146.16402115495765,0.0002852555978408675,0.18,Устойчивая база,False,0.7982664055255465,3.81,3.92,3.92,99.4,7.95,3.61
RU-UD,Удмуртская Республика,2,Офисные и учётные служащие,7.22,7.06,7.37,2,2,5.82,776.06,12556.43,10.73,518.1080344518878,42422.15657703825,25220.15657703825,64878.0,3.91,0.6676133732596549,63543.0,17202.0,0.3694974196708957,101.86360214376505,0.0006524156213050596,-0.22,Устойчивая база,False,0.43511149090233686,3.81,5.83,3.89,99.2,4.33,2.98
RU-UD,Удмуртская Республика,3,"Обслуживание, торговля и охрана",7.02,6.84,7.22,3,3,6.34,1758.4,25963.92,24.31,1076.908945348275,38916.07433704813,21714.07433704813,59516.0,3.26,0.6124368433509297,63543.0,17202.0,0.28004438213571425,111.62161988428772,0.0006390395513437586,0.09,Устойчивая база,False,0.8997143249210963,3.81,6.35,3.89,99.6,8.96,6.76
RU-UD,Удмуртская Республика,4,Неквалифицированные рабочие,6.3,6.07,6.54,4,4,7.71,2508.81,30052.01,34.68,1344.18146173556,34045.35322446207,16843.353224462073,52067.0,2.27,0.5357844801860484,63543.0,17202.0,0.0717336517406263,70.670421472643,0.0011936050185097405,0.19,Устойчивая база,False,1.0413767986371871,3.81,7.71,4.13,99.8,10.37,9.65
RU-UD,Удмуртская Республика,5,Специалисты средней квалификации,4.86,4.79,4.94,5,5,7.42,2314.04,28857.96,31.99,2041.2243064859692,56051.54453122588,38849.54453122588,85722.0,5.92,0.8821041583058068,63543.0,17202.0,0.11277193592449801,103.46780906003967,0.000599737808997421,0.53,Устойчивая база,False,1.0,3.81,7.42,6.54,99.7,9.96,8.9
RU-UD,Удмуртская Республика,6,Специалисты высшей квалификации,4.09,3.93,4.25,6,6,7.86,6764.41,79296.59,93.51,6764.41,67347.90349766925,50145.90349766925,102998.0,7.44,1.0,63543.0,17202.0,0.05119880646266987,144.61887250545854,0.00038278707116992195,1.16,Устойчивая база,False,2.747823823998647,3.81,7.86,7.86,99.8,27.37,26.01
RU-UD,Удмуртская Республика,7,"Операторы машин, сборщики и водители",3.19,3.01,3.37,7,7,9.16,3481.95,34531.09,48.13,3481.95,64028.17587133022,46826.17587133022,97921.0,7.08,1.0,63543.0,17202.0,-0.11658917588067921,119.67320227989055,0.0006663313462581509,0.4,Устойчивая база,False,1.196588047110745,3.81,9.16,9.16,99.7,11.92,13.39
RU-UD,Удмуртская Республика,8,Сельское и лесное хозяйство,2.51,2.45,2.56,8,8,12.75,586.33,4014.14,8.11,418.4175508083022,45345.63544592968,28143.635445929678,69349.0,4.35,0.7136212556210704,63543.0,17202.0,-0.4870415683720671,8.672962346589573,0.01170183158124693,0.33,Устойчивая база,False,0.13909992251704556,3.81,12.75,9.1,99.8,1.39,2.25
RU-UD,Удмуртская Республика,9,"Промышленность, строительство и транспорт",2.12,1.93,2.29,9,9,11.8,6876.7,51423.26,95.06,6876.7,64158.29716296731,46956.29716296731,98120.0,7.13,1.0,63543.0,17202.0,-0.39866044470061046,52.95679822120663,0.0017222836868633143,0.78,Устойчивая база,False,1.7819436994160365,3.81,11.8,11.8,99.9,17.75,26.44
RU-ULY,Ульяновская область,1,Руководители,8.8,8.58,9.02,1,1,2.37,416.9,17159.82,7.07,416.9,102373.69246442133,85171.69246442133,177990.0,9.01,1.0,55894.0,17202.0,1.0450823255006991,146.16402115495765,0.0002852555978408675,-1.21,Устойчивая база,False,0.8249842068674406,4.46,2.39,2.39,99.2,8.92,3.12
RU-ULY,Ульяновская область,2,"Обслуживание, торговля и охрана",8.04,7.76,8.31,2,2,4.67,1019.17,20800.18,17.29,624.177257637967,34231.544922256864,17029.544922256864,59516.0,2.32,0.6124368433509297,55894.0,17202.0,0.3466364049512131,111.62161988428772,0.0006390395513437586,-0.64,Устойчивая база,False,1.0,4.46,4.69,2.87,99.5,10.82,7.63
RU-ULY,Ульяновская область,3,Неквалифицированные рабочие,6.88,6.53,7.21,3,3,6.41,1314.84,19204.01,22.31,704.4708659278239,29947.13773551899,12745.13773551899,52067.0,1.62,0.5357844801860484,55894.0,17202.0,0.013217972924054256,70.670421472643,0.0011936050185097405,-0.22,Устойчивая база,False,0.9232617217735615,4.46,6.42,3.44,99.7,9.99,9.85
RU-ULY,Ульяновская область,4,Специалисты средней квалификации,5.36,5.33,5.41,4,4,6.25,1488.92,22334.0,25.26,1313.382523384682,49304.329824344764,32102.329824344764,85722.0,4.87,0.8821041583058068,55894.0,17202.0,0.041165825963756404,103.46780906003967,0.000599737808997421,0.05,Устойчивая база,False,1.0737407080131036,4.46,6.25,5.51,99.6,11.61,11.15
RU-ULY,Ульяновская область,5,Специалисты высшей квалификации,5.19,5.15,5.25,5,6,5.95,3251.45,51404.0,55.16,3251.45,59240.8875580115,42038.8875580115,102998.0,6.4,1.0,55894.0,17202.0,0.09382107853170063,144.61887250545854,0.00038278707116992195,0.21,Устойчивая база,False,2.471324767381821,4.46,5.95,5.95,99.7,26.73,24.35
RU-ULY,Ульяновская область,6,Офисные и учётные служащие,5.05,4.88,5.22,5,6,7.67,728.65,8773.45,12.36,486.4564844256476,37315.58188497515,20113.581884975152,64878.0,2.97,0.667613373259655,55894.0,17202.0,-0.1765399638442903,101.86360214376505,0.0006524156213050596,0.66,Устойчивая база,False,0.4217968306043506,4.46,7.67,5.12,98.9,4.56,5.46
RU-ULY,Ульяновская область,7,"Промышленность, строительство и транспорт",3.11,3.01,3.21,7,7,8.55,2801.75,29974.87,47.53,2801.75,56435.23065682915,39233.23065682915,98120.0,5.98,1.0,55894.0,17202.0,-0.29717588629713815,52.95679822120663,0.0017222836868633143,-0.25,Устойчивая база,False,1.441087048285159,4.46,8.55,8.55,99.8,15.59,20.98
RU-ULY,Ульяновская область,8,Сельское и лесное хозяйство,2.7,2.66,2.73,8,9,8.55,38.0,406.19,0.64,27.11760771360067,39887.146461684104,22685.146461684104,69349.0,3.51,0.7136212556210703,55894.0,17202.0,-0.583573316509235,8.672962346589573,0.01170183158124693,-0.31,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.019528196390608158,4.46,12.09,8.63,20.7,0.21,0.28
RU-ULY,Ульяновская область,9,"Операторы машин, сборщики и водители",2.69,2.57,2.81,8,9,9.35,2294.32,22237.27,38.92,2294.32,56320.77273896623,39118.77273896623,97921.0,5.96,1.0,55894.0,17202.0,-0.39478073118774454,119.67320227989055,0.0006663313462581509,0.46,Устойчивая база,False,1.0690902674880698,4.46,9.35,9.35,99.5,11.56,17.18
RU-VGG,Волгоградская область,1,"Обслуживание, торговля и охрана",7.89,7.71,8.07,1,1,5.44,2243.26,39022.44,17.4,1373.855073215407,33910.62801634098,17287.628016340983,59516.0,2.38,0.6124368433509298,55370.0,16623.0,0.39985368420792405,111.62161988428772,0.0006390395513437586,-0.27,Устойчивая база,False,1.0,4.72,5.45,3.34,99.7,10.98,7.35
RU-VGG,Волгоградская область,2,Руководители,7.01,6.96,7.05,2,2,4.63,1330.78,27438.6,10.32,1330.78,101413.95054487081,84790.95054487081,177990.0,8.99,1.0,55370.0,16623.0,0.5711106798874639,146.16402115495765,0.0002852555978408675,0.65,Устойчивая база,False,0.7031492648845126,4.72,4.63,4.63,99.5,7.72,4.36
RU-VGG,Волгоградская область,3,Специалисты высшей квалификации,5.49,5.33,5.64,3,3,6.27,6625.33,98966.04,51.38,6625.33,58685.51086140009,42062.51086140009,102998.0,6.42,1.0,55370.0,16623.0,0.24882367677445344,144.61887250545854,0.00038278707116992195,0.39,Устойчивая база,False,2.5361315181726205,4.72,6.27,6.27,99.9,27.86,21.72
RU-VGG,Волгоградская область,4,Специалисты средней квалификации,4.92,4.81,5.02,4,4,7.38,3214.18,40333.01,24.93,2835.241543543358,48842.10724539252,32219.107245392523,85722.0,4.91,0.8821041583058068,55370.0,16623.0,0.07464184922340339,103.46780906003967,0.000599737808997421,0.51,Устойчивая база,False,1.0335850346621072,4.72,7.38,6.51,99.8,11.35,10.54
RU-VGG,Волгоградская область,5,Неквалифицированные рабочие,4.6,4.45,4.75,5,5,10.31,3723.72,32394.71,28.88,1995.111384558392,29666.3866679015,13043.386667901501,52067.0,1.64,0.5357844801860484,55370.0,16623.0,-0.2917085919426479,70.670421472643,0.0011936050185097405,0.85,Устойчивая база,False,0.8301559307926413,4.72,10.31,5.52,99.8,9.12,12.21
RU-VGG,Волгоградская область,6,Офисные и учётные служащие,4.12,4.09,4.14,6,6,9.85,2536.36,23209.23,19.67,1693.3078554008582,36965.75247738709,20342.75247738709,64878.0,3.0,0.6676133732596549,55370.0,16623.0,-0.24046672398390634,101.86360214376505,0.0006524156213050596,1.48,Устойчивая база,False,0.5947662421929536,4.72,9.84,6.57,99.6,6.53,8.32
RU-VGG,Волгоградская область,7,"Операторы машин, сборщики и водители",2.76,2.56,2.95,7,7,10.14,4993.82,44251.2,38.73,4993.82,55792.77179225964,39169.77179225964,97921.0,5.97,1.0,55370.0,16623.0,-0.27313867278614923,119.67320227989055,0.0006663313462581509,0.72,Устойчивая база,False,1.1339936713337249,4.72,10.14,10.14,99.8,12.46,16.37
RU-VGG,Волгоградская область,8,"Промышленность, строительство и транспорт",2.68,2.48,2.89,8,8,10.31,5451.61,47420.44,42.28,5451.61,55906.156679941145,39283.156679941145,98120.0,5.99,1.0,55370.0,16623.0,-0.2919808287474513,52.95679822120663,0.0017222836868633143,0.35,Устойчивая база,False,1.2152095050950171,4.72,10.31,10.31,99.9,13.35,17.87
RU-VGG,Волгоградская область,9,Сельское и лесное хозяйство,2.26,2.15,2.37,9,9,14.7,382.63,2220.8,2.97,273.05290103829014,39513.20892373867,22890.208923738668,69349.0,3.56,0.7136212556210704,55370.0,16623.0,-0.6667195596932098,8.672962346589573,0.01170183158124693,0.57,Средняя база — умеренное сглаживание,False,0.05691084411943487,4.72,14.06,10.04,62.3,0.63,1.25
RU-VLA,Владимирская область,1,Руководители,7.46,7.38,7.54,1,1,4.06,738.22,17442.62,10.33,738.22,113625.01805945729,94876.01805945729,177990.0,9.23,1.0,62037.0,18749.0,0.8327356803208659,146.16402115495765,0.0002852555978408675,0.28,Устойчивая база,False,0.7263733014621064,3.33,4.06,4.06,99.2,7.83,3.39
RU-VLA,Владимирская область,2,Специалисты средней квалификации,5.46,5.37,5.55,2,2,6.83,2115.54,28872.75,29.61,1866.1266310622664,54723.09566881734,35974.09566881734,85722.0,5.44,0.8821041583058068,62037.0,18749.0,0.2861922278583654,103.46780906003967,0.000599737808997421,0.3,Устойчивая база,False,1.2023649394293996,3.33,6.83,6.02,99.7,12.96,9.73
RU-VLA,Владимирская область,3,Сельское и лесное хозяйство,4.8,4.77,4.82,3,4,8.01,173.0,1988.0,2.42,123.45647722244517,44270.92183496434,25521.92183496434,69349.0,3.97,0.7136212556210704,62037.0,18749.0,0.041436223239466545,8.672962346589573,0.01170183158124693,-0.42,Устойчивая база,False,0.08278745528519613,3.33,8.57,6.11,88.9,0.89,0.8
RU-VLA,Владимирская область,4,Неквалифицированные рабочие,4.68,4.51,4.85,3,4,10.34,2768.61,24013.3,38.76,1483.3782696878955,33238.46179730188,14489.461797301883,52067.0,1.9,0.5357844801860484,62037.0,18749.0,-0.16680510460906078,70.670421472643,0.0011936050185097405,0.85,Устойчивая база,False,1.0,3.33,10.34,5.54,99.7,10.78,12.73
RU-VLA,Владимирская область,5,Офисные и учётные служащие,4.3,4.25,4.35,5,5,9.64,946.36,8871.25,13.25,631.802591918007,41416.730836909206,22667.730836909206,64878.0,3.5,0.6676133732596549,62037.0,18749.0,-0.08730363848896032,101.86360214376505,0.0006524156213050596,1.41,Устойчивая база,False,0.36943069049235217,3.33,9.62,6.42,99.0,3.98,4.35
